category,name,message,status,severity,type,email_subject,is_audit,send_to_syslog
o365,O365SharePointSiteRestorePartialSuccess,"Completed restore of ${numRestoredSites} site(s),  ${numRestoredDocLibs} document libraries,  ${numRestoredLists} list(s),  ${numRestoredWebParts} page libraries, ${numRestoredFiles} file item(s),  ${numRestoredListItems} list item(s), and  ${numRestoredFolders} folder(s)  (total uploaded size: ${bytesUploaded})  from ${sourceObject}  Microsoft 365 ${snappableType} to ${destinationObject}. Failed to  restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",PartialSuccess,Warning,Recovery,Microsoft 365 SharePoint Site Restore Partially Succeeded,No,No
o365,O365SharePointSiteRestoreSuccess,"Successfully restored ${numRestoredSites} site(s),  ${numRestoredDocLibs} document libraries,  ${numRestoredLists} list(s),  ${numRestoredWebParts} page libraries, ${numRestoredFiles} file item(s),  ${numRestoredListItems} list item(s), and  ${numRestoredFolders} folder(s)  (total uploaded size: ${bytesUploaded})  from ${sourceObject}  Microsoft 365 ${snappableType} to ${destinationObject}",Success,Info,Recovery,Microsoft 365 SharePoint Site Restore Succeeded,No,No
o365,O365SharedTeamsInfo,Following teams originally belonged to Channel ${sourceChannel}. Please invite them to the newly created Shared Channel to complete their membership. ${sourceTenantTeams} ${externalTeams},TaskSuccess,Info,Recovery,n/a,No,No
o365,O365SkippedAttachments,"Unable to process ${totalNumSkipped} attachment(s): ${numSkippedFromServerBusyErr} due to Microsoft server busy error, ${numSkippedFromCannotOpenFileErr} due to Microsoft cannot open file error and ${numSkippedFromUnsupportedTypeErr} due to unsupported attachment type error - More details in CSV file: ${downloadLink}",TaskSuccess,Warning,Backup,n/a,No,No
o365,O365SkippedEmails,${numEmails} messages were not backed up due to a retrieval failure. We will attempt to download them on the next backup cycle. For more information on this error please visit https://support.rubrik.com/articles/How_To/000004060.,TaskSuccess,Warning,Backup,n/a,No,No
o365,O365SkippedFolders,Skipping ${numFolders} folders from backup: ${skippedFolderNames},TaskSuccess,Warning,Backup,n/a,No,No
o365,O365StoreSnapshotCompleted,Successfully stored Microsoft 365 ${snappable} data,TaskSuccess,Info,Backup,n/a,No,No
o365,O365StoreSnapshotFailed,Failed to store Microsoft 365 ${snappable} data. Reason: ${reason},TaskFailure,Warning,Backup,n/a,No,No
o365,O365StoreSnapshotRunning,Storing Microsoft 365 ${snappable} data,Running,Info,Backup,n/a,No,No
o365,O365TeamBackupCompleted,Successfully created ${maintenanceType} snapshot of ${user} Microsoft 365 ${snappable}. Folders ingested ${folderCount}. Files ingested ${fileCount}. Files skipped ${skipCount}. Items deleted ${deletedCount}. Bytes ingested ${bytesIngested}. Bytes stored ${bytesStored}. Data reduction percent ${reductionPercent}.,Success,Info,Backup,n/a,No,No
o365,O365TeamBackupWithConversationsCompleted,Successfully created ${maintenanceType} snapshot of ${user} Microsoft 365 ${snappable}. Folders ingested ${folderCount}. Files ingested ${fileCount}. Files skipped ${skipCount}. Total Messages ingested ${messageCount}. Private Channel Message ingested ${pvtChannelMsgCount}. Items deleted ${deletedCount}. File bytes ingested ${fileBytesIngested}. File bytes stored ${bytesStored}. File data reduction percent ${fileReductionPercent}. Message bytes ingested ${msgBytesIngested}. Message bytes stored ${msgBytesStored}. Message data reduction percent ${msgReductionPercent}. Messages skipped ${msgSkipCount}. Message attachment references skipped ${msgAttachmentSkipCount}. Permissions backup skipped for ${channelPermissionsSkipped} channel(s). New channels discovered ${numChannelsAdded}.,Success,Info,Backup,n/a,No,No
o365,O365TeamBackupWithConversationsCompletedWithWarning,"Partially completed the backups with warnings. Created ${maintenanceType} snapshot of ${user} Microsoft 365 ${workload},  but skipped backing up ${skippedDriveCount} channels' files. The backup for skipped files will be retried in the next incremental backup. Folders ingested ${folderCount}. Files ingested ${fileCount}. Files skipped ${skipCount}. Total Messages ingested ${messageCount}. Private Channel Message ingested ${pvtChannelMsgCount}. Items deleted ${deletedCount}. File bytes ingested ${fileBytesIngested}. File bytes stored ${bytesStored}. File data reduction percent ${fileReductionPercent}. Message bytes ingested ${msgBytesIngested}. Message bytes stored ${msgBytesStored}. Message data reduction percent ${msgReductionPercent}. Messages skipped ${msgSkipCount}. Message attachment references skipped ${msgAttachmentSkipCount}.  Permissions backup skipped for ${channelPermissionsSkipped} channel(s). New channels discovered ${numChannelsAdded}. Data reduction percent: ${reductionPercent}",PartialSuccess,Warning,Backup,n/a,No,No
o365,O365TeamConversationsInplaceRestoreFailure,"Completed ${inplaceRestoreUIName} of ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team  '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Failed to restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",Failure,Critical,Recovery,Microsoft 365 Teams In-Place Restore Failed,No,No
o365,O365TeamConversationsInplaceRestoreFailureWithWarning,"Completed ${inplaceRestoreUIName} of ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team  '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Failed to restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink} .  Warning: ${reason}.",Failure,Critical,Recovery,Microsoft 365 Teams In-Place Restore Failed with a warning,No,No
o365,O365TeamConversationsInplaceRestorePartialSuccess,"Completed ${inplaceRestoreUIName} of ${numRestoredMessages}  message(s) and ${numRestoredFiles} attachment(s) from Team  '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Failed to restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",PartialSuccess,Warning,Recovery,Microsoft 365 Teams In-Place Restore Partially Succeeded,No,No
o365,O365TeamConversationsInplaceRestorePartialSuccessWithWarning,"Completed ${inplaceRestoreUIName} of ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team  '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Failed to restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink} .  Warning: ${reason}.",PartialSuccess,Warning,Recovery,Microsoft 365 Teams In-Place Restore Partially Succeeded with a warning,No,No
o365,O365TeamConversationsInplaceRestoreSuccess,Successfully completed ${inplaceRestoreUIName} of ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team  '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}.,Success,Info,Recovery,Microsoft 365 Teams In-Place Restore Succeeded,No,No
o365,O365TeamConversationsInplaceRestoreWarning,Successfully completed ${inplaceRestoreUIName} of ${numRestoredMessages}  message(s) and ${numRestoredFiles} attachment(s) from Team  '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Warning: ${reason}.,Success,Warning,Recovery,Microsoft 365 Teams In-Place Restore Succeeded with a warning,No,No
o365,O365TeamConversationsRestoreFailure,"Completed restore of ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Failed to restore  ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",Failure,Critical,Recovery,Microsoft 365 Teams Restore Failed,No,No
o365,O365TeamConversationsRestoreFailureWithWarning,"Completed restore of ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Failed to restore  ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink} .  Warning: ${reason}",Failure,Critical,Recovery,Microsoft 365 Teams Restore Failed with a warning,No,No
o365,O365TeamConversationsRestorePartialSuccess,"Completed restore of ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Failed to restore  ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",PartialSuccess,Warning,Recovery,Microsoft 365 Teams Restore Partially Succeeded,No,No
o365,O365TeamConversationsRestorePartialSuccessWithWarning,"Completed restore of ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Failed to restore  ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink} .  Warning: ${reason}",PartialSuccess,Warning,Recovery,Microsoft 365 Teams Restore Partially Succeeded with a warning,No,No
o365,O365TeamConversationsRestoreSuccess,Successfully restored ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject},Success,Info,Recovery,Microsoft 365 Teams Restore Succeeded,No,No
o365,O365TeamConversationsRestoreWarning,Successfully restored ${numRestoredMessages} message(s) and ${numRestoredFiles} attachment(s) from Team '${sourceObject}' (channels: ${sourceChannels}) to ${destinationObject}. Warning: ${reason},Success,Warning,Recovery,Microsoft 365 Teams Restore Succeeded with a warning,No,No
o365,O365TeamFilesExportSuccess,Successfully exported ${numRestoredFiles} file(s) (total uploaded size: ${bytesUploaded}) and ${numRestoredFolders} folder(s) from Team '${sourceObject}'. The download link has been generated successfully: ${exportUrl},Success,Info,Recovery,Microsoft 365 Team Export Succeeded,No,No
o365,O365TeamFilesInplaceRestoreFailure,"Completed ${inplaceRestoreUIName} of ${numRestoredFiles}  file(s) (total uploaded size: ${bytesUploaded}) and  ${numRestoredFolders} folder(s) from Team '${sourceObject}' to  ${destinationObject}. Failed to restore ${failurePercent}%% of the  items.  For more information, click here: ${failedItemsLink}",Failure,Critical,Recovery,Microsoft 365 Teams ${inplaceRestoreUIName} Failed,No,No
o365,O365TeamFilesInplaceRestorePartialSuccess,"Completed ${inplaceRestoreUIName} of ${numRestoredFiles}  file(s) (total uploaded size: ${bytesUploaded}) and  ${numRestoredFolders} folder(s) from Team '${sourceObject}' to  ${destinationObject}. Failed to restore ${failurePercent}%% of the  items.  For more information, click here: ${failedItemsLink}",PartialSuccess,Warning,Recovery,Microsoft 365 Teams ${inplaceRestoreUIName} Partially Succeeded,No,No
o365,O365TeamFilesInplaceRestoreSuccess,Successfully completed ${inplaceRestoreUIName} of ${numRestoredFiles}  file(s) (total uploaded size: ${bytesUploaded}) and ${numRestoredFolders} folder(s) from Team '${sourceObject}' to ${destinationObject}.,Success,Info,Recovery,Microsoft 365 Teams ${inplaceRestoreUIName} Succeeded,No,No
o365,O365TeamFilesRestoreFailure,"Completed restore of ${numRestoredFiles} file(s) (total uploaded size:  ${bytesUploaded}) and ${numRestoredFolders} folder(s) from Team  '${sourceObject}' to ${destinationObject}. Failed to restore  ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",Failure,Critical,Recovery,Microsoft 365 Teams Restore Failed,No,No
o365,O365TeamFilesRestorePartialSuccess,"Completed restore of ${numRestoredFiles} file(s) (total uploaded size:  ${bytesUploaded}) and ${numRestoredFolders} folder(s) from Team  '${sourceObject}' to ${destinationObject}. Failed to restore  ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",PartialSuccess,Warning,Recovery,Microsoft 365 Teams Restore Partially Succeeded,No,No
o365,O365TeamFilesRestoreSuccess,Successfully restored ${numRestoredFiles} file(s) (total uploaded size: ${bytesUploaded}) and ${numRestoredFolders} folder(s) from Team '${sourceObject}' to ${destinationObject},Success,Info,Recovery,Microsoft 365 Teams Restore Succeeded,No,No
o365,O365TeamFullChannelInplaceRestoreFailure,"Completed ${inplaceRestoreUIName} of full channel  '${channelName}' from Team '${sourceObject}' to ${destinationObject}. ${numRestoredMessages} message(s), ${numRestoredFiles} file(s) (total  uploaded size: ${bytesUploaded}), and ${numRestoredFolders} folder(s)  were restored. Failed to restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",Failure,Critical,Recovery,Microsoft 365 Teams In-Place Restore Failed,No,No
o365,O365TeamFullChannelInplaceRestoreFailureWithWarning,"Completed ${inplaceRestoreUIName} of full channel  '${channelName}' from Team '${sourceObject}' to ${destinationObject}. ${numRestoredMessages} message(s), ${numRestoredFiles} file(s)  (total uploaded size: ${bytesUploaded}), and ${numRestoredFolders}  folder(s) were restored. Failed to restore ${failurePercent}%% of the  items.  For more information, click here: ${failedItemsLink} Warning: ${reason}.",Failure,Critical,Recovery,Microsoft 365 Teams In-Place Restore Failed with a warning,No,No
o365,O365TeamFullChannelInplaceRestorePartialSuccess,"Completed ${inplaceRestoreUIName} of full channel  '${channelName}' from Team '${sourceObject}' to ${destinationObject}.  ${numRestoredMessages} message(s), ${numRestoredFiles} file(s)  (total uploaded size: ${bytesUploaded}), and ${numRestoredFolders}  folder(s) were restored. Failed to restore ${failurePercent}%% of the  items.  For more information, click here: ${failedItemsLink}",PartialSuccess,Warning,Recovery,Microsoft 365 Teams In-Place Restore Partially Succeeded,No,No
o365,O365TeamFullChannelInplaceRestorePartialSuccessWithWarning,"Completed ${inplaceRestoreUIName} of full channel  '${channelName}' from Team '${sourceObject}' to ${destinationObject}. ${numRestoredMessages} message(s), ${numRestoredFiles} file(s) (total  uploaded size: ${bytesUploaded}), and ${numRestoredFolders} folder(s)  were restored. Failed to restore ${failurePercent}%% of the items.  Formore information, click here: ${failedItemsLink} Warning: ${reason}.",PartialSuccess,Warning,Recovery,Microsoft 365 Teams In-Place Restore Partially Succeeded with a warning,No,No
o365,O365TeamFullChannelInplaceRestoreSuccess,"Successfully completed ${inplaceRestoreUIName} of full channel  '${channelName}' from Team '${sourceObject}' to ${destinationObject}. ${numRestoredMessages} message(s), ${numRestoredFiles} file(s)  (total uploaded size: ${bytesUploaded}), and ${numRestoredFolders}  folder(s) were restored.",Success,Info,Recovery,Microsoft 365 Teams In-Place Restore Succeeded,No,No
o365,O365TeamFullChannelInplaceRestoreWarning,"Successfully completed ${inplaceRestoreUIName} of full channel  '${channelName}' from Team '${sourceObject}' to ${destinationObject}. ${numRestoredMessages} message(s), ${numRestoredFiles} file(s) (total  uploaded size: ${bytesUploaded}), and ${numRestoredFolders} folder(s)  were restored. Warning: ${reason}.",Success,Warning,Recovery,Microsoft 365 Teams In-Place Restore Succeeded with a warning,No,No
o365,O365TeamFullChannelRestoreFailure,"Completed restore of full channel '${channelName}' from Team  '${sourceObject}' to ${destinationObject}. ${numRestoredMessages}  message(s), ${numRestoredFiles} file(s) (total uploaded size:  ${bytesUploaded}), and ${numRestoredFolders} folder(s) were restored. Failed to restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",Failure,Critical,Recovery,Microsoft 365 Teams Restore Failed,No,No
o365,O365TeamFullChannelRestoreFailureWithWarning,"Completed restore of full channel '${channelName}' from Team '${sourceObject}' to ${destinationObject}. ${numRestoredMessages} message(s), ${numRestoredFiles} file(s) (total uploaded size: ${bytesUploaded}), and ${numRestoredFolders} folder(s) were restored. Failed to restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink} Warning: ${reason}",Failure,Critical,Recovery,Microsoft 365 Teams Restore Failed with a warning,No,No
o365,O365TeamFullChannelRestorePartialSuccess,"Completed restore of full channel '${channelName}' from Team  '${sourceObject}' to ${destinationObject}. ${numRestoredMessages}  message(s), ${numRestoredFiles} file(s) (total uploaded size:  ${bytesUploaded}), and ${numRestoredFolders} folder(s) were restored. Failed to restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink}",PartialSuccess,Warning,Recovery,Microsoft 365 Teams Restore Partially Succeeded,No,No
o365,O365TeamFullChannelRestorePartialSuccessWithWarning,"Completed restore of full channel '${channelName}' from Team '${sourceObject}' to ${destinationObject}. ${numRestoredMessages} message(s), ${numRestoredFiles} file(s) (total uploaded size: ${bytesUploaded}), and ${numRestoredFolders} folder(s) were restored. Failed to restore ${failurePercent}%% of the items.  For more information, click here: ${failedItemsLink} Warning:  ${reason}",PartialSuccess,Warning,Recovery,Microsoft 365 Teams Restore Partially Succeeded with a warning,No,No
o365,O365TeamFullChannelRestoreSuccess,"Successfully restored full channel '${channelName}' from Team '${sourceObject}' to ${destinationObject}. ${numRestoredMessages} message(s), ${numRestoredFiles} file(s) (total uploaded size: ${bytesUploaded}), and ${numRestoredFolders} folder(s) were restored.",Success,Info,Recovery,Microsoft 365 Teams Restore Succeeded,No,No
o365,O365TeamFullChannelRestoreWarning,"Successfully restored full channel '${channelName}' from Team '${sourceObject}' to ${destinationObject}. ${numRestoredMessages} message(s), ${numRestoredFiles} file(s) (total uploaded size: ${bytesUploaded}), and ${numRestoredFolders} folder(s) were restored. Warning: ${reason}",Success,Warning,Recovery,Microsoft 365 Teams Restore Succeeded with a warning,No,No
classification,ODCResultsDownloaded,${username} downloaded the results of the discovery named '${crawlName}'.,Success,Info,Classification,n/a,Yes,Yes
link_unlink,ObjectLinkingCanceled,"Canceled job to link ${objectNames} on Rubrik clusters  ${clusterNames}, and assign SLA Domain ${slaName} to these objects.",Canceled,Info,Configuration,n/a,No,No
link_unlink,ObjectLinkingCanceling,"Canceling a job to link ${objectNames} on Rubrik clusters  ${clusterNames}, and assign SLA Domain ${slaName} to these objects.",Canceling,Info,Configuration,n/a,No,No
link_unlink,ObjectLinkingFailed,"Job failed to link ${objectNames} on Rubrik clusters ${clusterNames},  and did not assign SLA Domain ${slaName}.",Failure,Info,Configuration,n/a,No,No
link_unlink,ObjectLinkingStarted,"Started a job to link ${objectNames} on Rubrik clusters ${clusterNames},  and assign SLA Domain ${slaName} to these objects.",TaskSuccess,Info,Configuration,n/a,No,No
link_unlink,ObjectLinkingSuccess,"Successfully linked ${objectNames} on Rubrik clusters  ${clusterNames}, and assigned SLA Domain ${slaName} to these objects.",Success,Info,Configuration,n/a,No,No
link_unlink,ObjectSLAAssignmentCanceled,Canceled job to update the SLA Domain of ${objectNames} on  Rubrik clusters ${clusterNames} to ${newSLANames}.,Canceled,Info,Configuration,n/a,No,No
link_unlink,ObjectSLAAssignmentCanceling,Canceling a job to update the SLA Domain of ${objectNames} on  Rubrik clusters ${clusterNames} to ${newSLANames}.,Canceling,Info,Configuration,n/a,No,No
link_unlink,ObjectSLAAssignmentFailed,Job failed to update the SLA Domain of ${objectNames} on  Rubrik clusters ${clusterNames} to ${newSLANames}.,Failure,Info,Configuration,n/a,No,No
link_unlink,ObjectSLAAssignmentStarted,Started a job to update the SLA Domain of ${objectNames} on  Rubrik clusters ${clusterNames} to ${newSLANames}.,TaskSuccess,Info,Configuration,n/a,No,No
link_unlink,ObjectSLAAssignmentSuccess,Successfully updated the SLA Domain of ${objectNames} on  Rubrik clusters ${clusterNames} to ${newSLANames}.,Success,Info,Configuration,n/a,No,No
link_unlink,ObjectUnlinkingCanceled,Canceled job to unlink and unprotect ${objectNames} on  Rubrik clusters ${clusterNames}.,Canceled,Info,Configuration,n/a,No,No
link_unlink,ObjectUnlinkingCanceling,Canceling a job to unlink and unprotect ${objectNames} on  Rubrik clusters ${clusterNames}.,Canceling,Info,Configuration,n/a,No,No
link_unlink,ObjectUnlinkingFailed,Job failed to unlink and unprotect ${objectNames} on  Rubrik clusters ${clusterNames}.,Failure,Info,Configuration,n/a,No,No
link_unlink,ObjectUnlinkingStarted,Started a job to unlink and unprotect ${objectNames} on  Rubrik clusters ${clusterNames}.,TaskSuccess,Info,Configuration,n/a,No,No
link_unlink,ObjectUnlinkingSuccess,Successfully unlinked and unprotected ${objectNames} on  Rubrik clusters ${clusterNames}.,Success,Info,Configuration,n/a,No,No
oktaintegration,OktaIntegrationSendEventFailure,RSC failed to send ${failureCount} SSF messages to Okta ITP.,Failure,Warning,Sync,RSC failed to send SSF messages to Okta ITP.,No,No
oktaintegration,OktaIntegrationSendEventSuccess,RSC succeeded to send SSF messages to Okta ITP.,Success,Info,Sync,n/a,No,No
common,OnDemandBackupStartFailed,${username} failed to start a job to create an on-demand backup for ${snappableType} ${snappableName} in ${hierarchyRootType} ${hierarchyRootName}. Failure reason: ${reason}.,Failure,Info,Backup,n/a,Yes,Yes
common,OnDemandBackupStarted,${username} started a job to create an on-demand backup for ${snappableType} ${snappableName} in ${hierarchyRootType} ${hierarchyRootName},Success,Info,Backup,n/a,Yes,Yes
mssql,OnDemandTransactionLogBackupStartFailed,${username} was unable to start a job to create an on-demand  transaction log backup for ${snappableType} ${snappableName}  in ${hierarchyRootType} ${hierarchyRootName}.  Failure reason: ${reason}.,Failure,Info,Backup,n/a,Yes,Yes
mssql,OnDemandTransactionLogBackupStarted,${username} started a job to create an on-demand  transaction log backup for ${snappableType} ${snappableName}  in ${hierarchyRootType} ${hierarchyRootName}.,Success,Info,Backup,n/a,Yes,Yes
oracle,OraclePdbRestore,${username} restored the PDBs '${pdbNames}' to Oracle database '${dbName}' with ID '${dbId}'.,Success,Info,Configuration,n/a,Yes,Yes
oracle,OraclePdbRestoreFailed,${username} failed to restore the PDBs '${pdbNames}' to Oracle database '${dbName}' with ID '${dbId}'.,Failure,Info,Configuration,n/a,Yes,Yes
oracle,OracleUnmount,${username} removed Oracle mount with ID '${mountId}'.,Success,Info,Configuration,n/a,Yes,Yes
oracle,OracleUnmountFailed,${username} failed to remove Oracle mount with ID '${mountId}'.,Failure,Info,Configuration,n/a,Yes,Yes
authz,OrgCreated,${userEmail} created organization ${orgName}.,Success,Info,AccessManagement,MSP Org Creation,Yes,Yes
authz,OrgCreationFailed,"${userEmail} failed to create organization ${orgName}, Reason: ${reason}",Failure,Warning,AccessManagement,MSP Org Creation Failed,Yes,Yes
authz,OrgDeleted,${userEmail} deleted organization ${orgName}.,Success,Info,AccessManagement,MSP Org Deletion,Yes,Yes
authz,OrgDeletionFailed,${userEmail} failed to delete organization ${orgName}. Reason: ${reason},Failure,Warning,AccessManagement,MSP Org Deletion,Yes,Yes
org_config,OrgFqdnUpdated,${userEmail} has modified the FQDN for organization ${orgName} to ${currentFqdn}.,Success,Info,Configuration,n/a,Yes,Yes
authz,OrgInviteEmailsFailedToSend,Unable to send user invite emails for organization ${orgName}. Reason: ${reason},Failure,Warning,AccessManagement,Failed to Send Invite Emails for Organization,Yes,Yes
org_config,OrgQuotaCreated,"${userEmail} has created a ${quotaType} quota for organization ${orgName} on cluster ${clusterName}. The defined quota limits are  (soft limit: ${currentSoftLimit}, hard limit: ${currentHardLimit}).",Success,Info,Configuration,n/a,Yes,Yes
org_config,OrgQuotaDeleted,"${userEmail} has deleted the ${quotaType} quota for organization ${orgName}  on cluster ${clusterName}. Previously, the quota limits were  (soft limit: ${previousSoftLimit}, hard limit: ${previousHardLimit}).",Success,Info,Configuration,n/a,Yes,Yes
org_config,OrgQuotaUpdated,"${userEmail} has updated the ${quotaType} quota for organization ${orgName} on cluster ${clusterName} from  (soft limit: ${previousSoftLimit}, hard limit: ${previousHardLimit}) to (soft limit: ${currentSoftLimit}, hard limit: ${currentHardLimit}).",Success,Info,Configuration,n/a,Yes,Yes
authz,OrgUpdateFailed,${userEmail} modified organization ${orgName}. Reason: ${reason},Failure,Warning,AccessManagement,MSP Org Update Failed,Yes,Yes
authz,OrgUpdated,${userEmail} modified organization ${orgName}.,Success,Info,AccessManagement,MSP Org Update,Yes,Yes
orion,OrionThreatFeedEntryDisabled,Threat feed entry for ${entryDetails} has been disabled by ${userEmail}.,Success,Info,THREAT_FEED,n/a,Yes,Yes
orion,OrionThreatFeedEntryEnabled,Threat feed entry for ${entryDetails} has been enabled by ${userEmail}.,Success,Info,THREAT_FEED,n/a,Yes,Yes
security_violation,OverExposureRevokeAccessRemediationFailed,Failed to revoke '${accessType}' access from ${documentCount} files  in object ${objectName}.,Failure,Critical,SECURITY_VIOLATION,Failed to revoke '${accessType}' access from ${documentCount} files  in object ${objectName}.,No,Yes
data_risks,OverExposureRevokeAccessRemediationFailure,'${userEmail}' failed to revoke '${accessType}' access from  '${documentCount}' files in object '${resourceName}',Failure,Critical,DATA_RISKS,n/a,Yes,Yes
security_violation,OverExposureRevokeAccessRemediationPartialSuccess,Partially revoked '${accessType}' access from ${documentCount} files  in object ${objectName}.,Success,Warning,SECURITY_VIOLATION,Partially revoked '${accessType}' access from ${documentCount} files  in object ${objectName}.,No,Yes
security_violation,OverExposureRevokeAccessRemediationStarted,Initiating revoke '${accessType}' access from ${documentCount} files in object ${objectName}.,TaskSuccess,Info,SECURITY_VIOLATION,Initiating revoke '${accessType}' access from ${documentCount} files in object ${objectName}.,No,Yes
data_risks,OverExposureRevokeAccessRemediationSuccess,'${userEmail}' revoked '${accessType}' access from '${documentCount}' files in object '${resourceName}',Success,Info,DATA_RISKS,n/a,Yes,Yes
security_violation,OverExposureRevokeAccessRemediationSuccess,Successfully revoked '${accessType}' access from ${documentCount} files  in object ${objectName}.,Success,Info,SECURITY_VIOLATION,Successfully revoked '${accessType}' access from ${documentCount} files  in object ${objectName}.,No,Yes
exocompute,PCRBundleApprovalSucceeded,${userName} successfully ${approvedOrRejected} bundle version ${bundleVersion}.,Success,Info,Configuration,n/a,Yes,Yes
exocompute,PCRDeregisterSucceeded,${userEmail} successfully deregistered Private Container Registry for Exocompute cloud account ID ${exocomputeCloudAccountID}.,Success,Info,Configuration,n/a,Yes,Yes
cloudnative,PCRExoBundleCompatibilityCheckFailed,RSC failed to validate your exo bundle version. Reason: ${reason}.,TaskFailure,Critical,Configuration,n/a,No,No
exocompute,PCROnboardingSucceeded,${userEmail} successfully onboarded Private Container Registry ${registryURL} for Exocompute cloud account ID ${exocomputeCloudAccountID}.,Success,Info,Configuration,n/a,Yes,Yes
accountmanagement,PactsafeEulaAccepted,${userEmail} accepted the Rubrik End User Licence Agreement.,Success,Info,Audit,n/a,Yes,Yes
accountmanagement,PactsafeEulaSnoozed,${userEmail} snoozed the Rubrik End User Licence Agreement for ${numDays} days.,Success,Info,Audit,n/a,Yes,Yes
mfa,PasskeyAdded,${username} has added ${type} passkey ${passkeyName} for MFA.,Success,Info,AccessManagement,n/a,Yes,Yes
mfa,PasskeyDeleted,${username} has deleted ${type} passkey ${passkeyName} for MFA.,Success,Info,AccessManagement,n/a,Yes,Yes
authz,PasskeyLoginFailed,${username} failed to login with passkey.,Failure,Warning,Login,n/a,Yes,Yes
mfa,PasskeyTypeAllowed,${username} has enabled ${passkeyType} passkeys for the account.,Success,Info,AccessManagement,n/a,Yes,Yes
mfa,PasskeyTypeDisallowed,${username} has disabled ${passkeyType} passkeys for the account.,Success,Info,AccessManagement,n/a,Yes,Yes
mfa,PasskeysAllowed,${username} has enabled passkeys for the account.,Success,Info,AccessManagement,n/a,Yes,Yes
mfa,PasskeysDisallowed,${username} has disabled passkeys for the account.,Success,Info,AccessManagement,n/a,Yes,Yes
authz,PasswordComplexityPolicyUpdateFailed,${userName} failed to update the password policy for the ${orgName} organization.,Failure,Warning,AccessManagement,${userName} failed to update the password policy for the ${orgName} organization.,Yes,Yes
authz,PasswordComplexityPolicyUpdated,${userName} updated the password policy (${changedPolicies}) for the ${orgName} organization.,Success,Info,AccessManagement,${userName} successfully updated the password policy for the ${orgName} organization.,Yes,Yes
authz,PasswordLoginFailedKnownUser,"Known user, ${username}, was unable to login with an invalid password.",Failure,Warning,Login,Unauthorized Login,Yes,Yes
authz,PasswordLoginFailedUnknownUser,Login failed. User ${username} does not exist.,Failure,Warning,Login,Unauthorized Login,Yes,Yes
mfa,PasswordlessLoginDisabled,${username} has disabled passwordless login for the account.,Success,Info,AccessManagement,n/a,Yes,Yes
mfa,PasswordlessLoginEnabled,${username} has enabled passwordless login for the account.,Success,Info,AccessManagement,n/a,Yes,Yes
db2,PatchDb2DatabaseFailure,${username} failed to patch metadata for Db2 database '${databaseName}'. Reason: ${reason}.,Failure,Info,Configuration,n/a,Yes,Yes
db2,PatchDb2DatabaseStarted,${username} started patching metadata for Db2 database '${databaseName}'.,Success,Info,Configuration,n/a,Yes,Yes
nutanix,PatchNutanixClusterFailed,${username} failed to patch Nutanix cluster '${nutanixCluster}'. Reason: ${reason}.,Failure,Info,Configuration,n/a,Yes,Yes
nutanix,PatchNutanixClusterStarted,${username} started patching Nutanix cluster '${nutanixCluster}'.,Success,Info,Configuration,n/a,Yes,Yes
